text,label
"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",LOC
What film was based on the play Everybody Comes to Rick 's ?,ENTY
Where is Trinidad ?,LOC
Who is the voice of Miss Piggy ?,HUM
What food can I use to catch a possum ?,ENTY
What is the best-selling book of all time ?,ENTY
What is `` snoogans '' ?,DESC
What happens to used motor oil ?,DESC
What is the daily requirement of folic acid for an expectant mother ?,DESC
"What does Ms. , Miss , and Mrs. stand for ?",ABBR
How many times a year does the American Gourd Society publish The Gourd ?,NUM
What city is terrorized by Dracula in The Night Stalker ?,LOC
"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?",HUM
When was the women 's suffrage amendment ratified ?,NUM
What are common methods used to regulate monopolies ?,ENTY
What cocktail do you concoct with whisky and sweet vermouth ?,ENTY
Who moderated the first Kennedy-Nixon TV debate ?,HUM
What multitalented Academy-award-winning director failed a college course in motion-picture production ?,HUM
What are the 10 largest cities in the US ?,LOC
"What is it that walks on four legs , then on two legs , then on three ?",ENTY
How does food color affect how you think it will taste ?,DESC
When did the supercontinent Pangaea break up ?,NUM
What is the music used in the new VW Beetle commercial where the car spins and changes colors ?,ENTY
Who is Malaysia 's 43rd prime minister ?,HUM
What does HIV stand for ?,ABBR
Stuart Hamblen is considered to be the first singing cowboy of what ?,ENTY
Who created `` The Muppets '' ?,HUM
On what river is Rome built ?,LOC
What harmful chemicals are in bug spray ?,ENTY
What is the population of Japan ?,NUM
How many corners does a spritsail have ?,NUM
Who banned Peter Rose from baseball for betting on games ?,HUM
What are some ways to help someone with Chicken Pox ?,ENTY
Who wrote the lyrics to Porgy and Bess ?,HUM
Where can I find information about touring the Philippines ?,LOC
Who holds the career record for the most major league home runs ?,HUM
What is a Mexican hairless ?,DESC
How many people live in the Falklands ?,NUM
What will the weather be today ?,DESC
What was the sequel to The Pink Panther ?,ENTY
Where is Tufts University ?,LOC
Who invented the stock ticker in 1870 ?,HUM
What mythical figure carries an hourglass and a scythe ?,HUM
What are some good medical sites for information ?,LOC
How many Leos have been Pope ?,NUM
"What card game derived its name from biritch , or Russian Whist ?",ENTY
CNN is owned by whom ?,HUM
What U.S. Government agency registers trademarks ?,HUM
What is D.B. Cooper known for ?,DESC
"What was the claim to fame of Explorer I , launched February 1 , 1958 ?",DESC
What city is found in the city of OZ ?,LOC
What is the Islamic equivalent of the Red Cross ?,ENTY
What baseball player was walked the most times ?,HUM
Where are the U.S. headquarters for Procter & Gamble ?,LOC
What U.S. state 's biggest lake is Lake Sam Rayburn ?,LOC
How did Socrates die ?,DESC
Where was Christopher Columbus born ?,LOC
How is the election of a new Pope announced to the world ?,DESC
Where did the term `` 86 '' come from ?,DESC
Name Pittsburgh 's baseball team .,HUM
What stereo manufacturer is `` Slightly ahead of its time '' ?,HUM
What Don McLean song laments the day Buddy Holly died ?,ENTY
What kind of car did Janis Joplin ask the Lord to buy her ?,ENTY
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?,HUM
What makes a tornado turn ?,DESC
Who wrote The Godfather ?,HUM
What term means a sexual attraction between a male and a female ?,ENTY
In the past 8 years who have the MVP players for the NHL been ?,HUM
How was Teddy Roosevelt related to FDR ?,DESC
What computer operating system is on the most computers ?,ENTY
How can I stop or slow down aging ?,DESC
Where is Belize located ?,LOC
What river does the Grand Coulee Dam dam ?,LOC
What is an annotated bibliography ?,DESC
What is the tallest building in Japan ?,LOC
Who was the first woman in space ?,HUM
"What magazine gives us the cream , not the skim ?",ENTY
What is the price for AAA 's liability auto insurance ?,NUM
Who sought to create The Great Society ?,HUM
How many referees work a soccer game ?,NUM
What eating utensils are used for handicapped kids ?,ENTY
What did Jack exchange with the butcher for a handful of beans ?,ENTY
What are the historical trials following World War II called ?,ENTY
What is lung cancer ?,DESC
What does appropriates money mean ?,DESC
What product features a frog that says `` dig 'em '' ?,ENTY
What are some chemical properties of mendelevium ?,DESC
Who won the Battle of Gettysburg ?,HUM
What 's the singular of dice ?,ENTY
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,ENTY
What is hebephrenia ?,DESC
How many major Nazi leaders went on trial after the war at Nuremberg ?,NUM
What was the name of the flight that Fawaz Younis hijacked ?,ENTY
What British TV series inspired All in the Family ?,ENTY
"Who delivered his last newscast on March 6 , 1981 ?",HUM
What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?,ENTY
"What drink is formed of tequila , orange juice and galliano ?",ENTY
In what year did the Bounty mutiny happen ?,NUM
What does a dipsomaniac crave ?,ENTY
How many times does the tide ebb and flow each day ?,NUM
What is commonly considered the fifth sense ?,DESC
Who invented the pull-tab opener on cans ?,HUM
Who was the 1st U.S. President ?,HUM
How many people live in cities ?,NUM
What is the predominant color of the Tab label ?,ENTY
What did the only repealed amendment to the U.S. Constitution deal with ?,DESC
What are the chemicals used in glowsticks ?,ENTY
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,LOC
What country 's capital was formed when Pesth and Buda merged ?,LOC
"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",HUM
What do flatfish eat ?,ENTY
What country is the largest diamond producer ?,LOC
Where is the largest dam in the world ?,LOC
What does ribavirin consist of ?,ENTY
"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?",DESC
In what city is the headquarters of Sinn Fein ?,LOC
What 's the world 's most common compound ?,ENTY
"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",HUM
How do fuel injectors work ?,DESC
What was the nickname of model Leslie Hornby ?,HUM
What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?,HUM
What is the difference between a bottle and a jar ?,DESC
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,ENTY
How many tiles did the Space Shuttle Columbia lose on its second flight ?,NUM
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,NUM
What is Columbia Tristar 's phone number ?,NUM
What is the Immaculate Conception ?,DESC
What is the average cost for four years of medical school ?,NUM
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,NUM
Who was the first doctor to successfully transplant a liver ?,HUM
How did the 7th inning stretch get started ?,DESC
What is a fear of robbers ?,ENTY
What nationality is Ileana Cotrubas ?,LOC
How can I find out my biorhythm ?,DESC
How long does the average domesticated ferret live ?,NUM
What is her profession ?,HUM
How much does a poodle weigh ?,NUM
Who is Desmond Tutu ?,HUM
What was the first minimum wage ?,NUM
What 's the name of the Tokyo Stock Exchange ?,ENTY
What do Christian Scientists believe in ?,DESC
What 's the difference between carelessness and carefreeness ?,DESC
What was George Washington afraid of ?,ENTY
How many blacks served in the Vietnam War,NUM
Which is the only Dick Tracy villain to appear three times ?,HUM
What does the six-footed Musca domestica become when it enters a house ?,ENTY
When did humans first begin to write history seriously ?,NUM
How long did Shea and Gould practice law in Los Angeles ?,NUM
Who is the prophet that is most connected to the Dead Sea ?,HUM
What is the most heavily caffeinated soft drink ?,ENTY
In what year was the Wall built ?,NUM
What was The Living Room War ?,DESC
What cooking oil has `` corn goodness '' ?,ENTY
Who founded the modern theory of probability ?,HUM
What people make up half the Soviet Union 's population ?,HUM
How many U.S. presidents were assassinated during Queen Victoria 's reign ?,NUM
What country 's royal house is Bourbon-Parma ?,LOC
When did CNN begin broadcasting ?,NUM
What contemptible scoundrel stole the cork from my lunch ?,HUM
When was the Brandenburg Gate in Berlin built ?,NUM
What gender is not allowed to vote in Kuwait ?,ENTY
"To get the most caffeine , what soda should I drink ?",ENTY
How many people died on South Carolina highways in 1998 ?,NUM
What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?,HUM
What is the length of border between the Ukraine and Russia ?,NUM
What century did art 's Romantic Period begin in ?,NUM
What two New York Yankee pitchers swapped wives and families ?,HUM
What 's a Craps player called ?,ENTY
What is the difference between ninjitsu and kung fu ?,DESC
"What country has the most time zones , with 11 ?",LOC
What is the nature of snow and how is the formation of snow different from that of ice ?,DESC
How big is our galaxy in diameter ?,NUM
Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?,HUM
What happened to Moon Maiden ?,DESC
What was the name of the lawyer who represented Randy Steven Craft ?,HUM
What South American country won its first World Cup soccer title in 1978 ?,LOC
What 's the only work by Michelangelo that bears his signature ?,ENTY
What does BUD stand for ?,ABBR
What does a teaspoon of matter weigh in a black hole ?,NUM
Where did the saying `` rule of thumb '' come from ?,DESC
What is George Lucas 's e-mail address ?,LOC
What album put The Beatles on the cover of Time in 1967 ?,ENTY
What is limbo ?,DESC
What 's the longest river in Canada ?,LOC
Who invented the vacuum cleaner ?,HUM
What happened to Pepsi Clear ?,DESC
What novel inspired the movie BladeRunner ?,ENTY
About how many soldiers died in World War II ?,NUM
"Who says , `` If you don 't look good , we don 't look good '' ?",HUM
How do you make dumplings ?,DESC
Shea and Gould had an office in Los Angeles for how long before closing it ?,NUM
Where is the Kentucky Horse Park located ?,LOC
Where is the Loop ?,LOC
How many stations do you shoot from in the basketball game `` Around the World '' ?,NUM
How can anyone tell if a female had sexual intercourse ?,DESC
What rum is so `` mixable '' it is a one-brand bar ?,ENTY
What Japanese city was once called Edo ?,LOC
What was the species of Winnie the Pooh ?,ENTY
When did Muhammad live ?,NUM
What is the capital of Uruguay ?,LOC
How did the Hohenzollerns build their power around 17 ?,DESC
How does James Bond like his martinis ?,DESC
